course_code,name,courseries,term,course_major,course_type,course_level,teaching_type,grading_type,credit,hours,hours_per_week,campus,start_week,end_week,teachers,description,description_eng,teaching_material,reference_material,student_requirements,homepage
MICS 6001L,Secure Hardware Architecture,MICS,2024-1,MICS,MICS,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"CHEN, Yun","In this course, we will first introduce classic microarchitectural side-channel attacks, such as Spectre, Meltdown, Hertbleed, Fallout, and AfterImage. You will learn how they leak data from modern processors. This course will then introduce how to design secure microarchitecture to defend against these attacks. You will use some simulators to reproduce these defenses and finally design your own secure processor.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/MICS
MICS 6001M,Applied Time-Series Analysis,MICS,2024-1,MICS,MICS,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"LU, Zhonghai;LU, Zhonghai","Time-series data represent a major category of real-world data collected over time from various sensors or measurement equipment. This course introduces foundational methods for analyzing time-series data, in particular, about time-series modeling and prediction. We start from investigating the basic properties of time-series data, then discuss a range of popular models widely used for time-series modeling and prediction such as Autoregressive Integrated Moving Average (ARIMA) models, Neural Network (NN), Physics-Informed Neural Network (PINN), Hidden Markov Model (HMM) and Kalman Filter (KF) etc. Besides supervised learning, we also discuss un-supervised learning such as clustering algorithms and Self-Organizing Map (SOM) for analyzing time-series data. Broadly this course is a fundamental course for the students who intend to master  essential theoretical methods and practical skills needed to develop, assess, and deploy intelligent functionalities in smart electronic and computer systems, Internet-of-Things (IoT), cyber-physical systems (CPS), and any forecasting-relevant applications in finance, economics, data analytics, and other sciences. Grading Basis: Pass or Fail",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/MICS
MICS 6001N,Fundamentals and Design Practice of CMOS Integrated Circuits,MICS,2024-1,MICS,MICS,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"JIANG, Wei;JIANG, Wei","This course focuses on the design practice of CMOS integrated circuits (ICs). In the begining of the course, we will talk about some fundamentals regarding the MOSFET models, voltage/current reference, supply-independent biasing and its startup circuits, amplifiers, output buffers, switched-capacitor circuits and memories. After understanding the fundatmentals of ICs, we will focus the design pratice of the CMOS integrated circuits using the Cadence IC design tools.  We will explore the designs and simulations of the following blocks: current sink, bandgap reference, amplifier, switched-capacitor circuits, output buffers and etc. After finishing this course, students are expected to obtain the practical experience of the design and simulation methdologies of  some of the key digital and analog circuit blocks using the Cadence tools.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/MICS
MICS 6001O,VLSI Array Processors,MICS,2024-1,MICS,MICS,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"HUANG, Shanshi","This course dicusses the design of Array Processors for traditional signal processing and scientific computation. The similar concepts have been widely used in recent ML algorithms. This course will trace back to a more general view of array processors design. The topics that will be covered in this course include:  typical signal/image processing algorithms, algorithm mapping, systolic array, wavefronyt array, and some system and software design related.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/MICS
MICS 6001P,Engineering Mathematics I,MICS,2024-1,MICS,MICS,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"XU, Renjing","Review of linear algebra, applications to networks, structures, and estimation, finite difference and finite element solution of differential equations, Laplace's equation and potential flow, boundary-value problems, Fourier series, discrete Fourier transform, convolution.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/MICS
MICS 6001Q,Neuromorphic Sensing and Computing,MICS,2024-1,MICS,MICS,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"CHENG, Bojun;CHENG, Bojun","This course provides an in-depth study of neuromorphic hardware, including both computing and sensing blocks. Students will engage with foundational principles as well as cutting-edge developments in neuromorphic devices and circuits, gaining a comprehensive understanding of their architecture, function, and potential impact. The curriculum begins by covering essential components such as CMOS transistors, vision sensors, acoustic sensors, and other sensory devices. Students will also explore advanced neuromorphic systems, including silicon neurons, synapses, retinas and cochlear, as well as utilize event-driven, spike-based communication for neuromorphic system. Emerging technologies beyond CMOS, such as memristors and MEMS devices, will be examined for their transformative potential in neuromorphic computing and sensing applications.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/MICS
MICS 6001R,Integrated Circuits for High-Speed Data Links,MICS,2024-1,MICS,MICS,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"ZONG, Zhirui","This course will focus on the integrated circuits for high-speed wireline data links. The topics that will be covered in this course include: wireline data link systems, drivers/transmitters, receivers, equalization techniques, clock-data recovery, etc.. Upon finishing this course, you are expected to understand the basic principles of modern high-speed data links and grasp the essentials to design the integrated circuits for such systems.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/MICS
MICS 6001S,Design Automation for Emerging Technology,MICS,2024-1,MICS,MICS,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"MA, Yuzhe","As the demand for advanced computing systems continues to grow, the need for efficient design automation and optimization techniques becomes paramount. This course delves into the cutting-edge field of design optimization for the critical areas of 2.5D/3D integrated circuits (ICs), mixed-signal circuits, and photonic circuits. The course will cover fundamental principles and cross-layer design optimization techniques to enhance the design process and paramount criteria, including PPA, thermal, signal integrity, cost, etc. Students will explore various methodologies and tools to streamline the design process for various emerging technologies.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/MICS
MICS 6001T,Introduction to Noise in Devices and Electronic Systems,MICS,2024-1,MICS,MICS,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"YANG, Kezhou","In electronic systems, there are always different kinds of noises from different sources. Some of them are important and have a close relation to the system performance, especially when the system needs to be extremely small or precise. The course gives a brief introduction to noise in devices and electronic systems. The content involves the different types of noise, underlying physics of noise, noise in different type of devices as well as some measurement method for noise.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/MICS
MICS 6001U,Programmable Photonic Chips,MICS,2024-1,MICS,MICS,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"TONG, Ye Yu;TONG, Ye Yu","Photonic chips demonstrate significantly lower transmission loss, broader optical bandwidth, reduced time delay, and enhanced resistance to electromagnetic interference when compared to traditional electronic integrated circuits. In recent years, programmable photonic chips have been explored for a wide range of development of new-generation network communications, artificial intelligence, and intelligent connected vehicles. This course will guide students in learning about the applications and design principles of programmable photonic chips in sensing, computing, and interconnect systems, as well as understanding their modelling, design automation, device and system optimization.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/MICS
MICS 6001V,Accelerated Computing with GPUs,MICS,2024-1,MICS,MICS,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"CHEN, Xinyu","This course introduces the fundamentals of GPU-accelerated computing, focusing on how GPUs enable high-performance solutions for complex tasks in fields like AI, data analytics, and scientific simulations. Students will explore GPU architectures, learn parallel programming models such as CUDA and ROCM, and develop skills in memory management, performance optimization, and thread synchronization. Through hands-on projects, participants will gain practical experience in leveraging GPU parallelism to solve real-world computational challenges, preparing them to apply these techniques in industries.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/MICS
MICS 6001W,Parallel Programming and Architecture,MICS,2024-1,MICS,MICS,Graduate,Regular,Letter Grade,3,3,3,GZ,1,13,"HUANG, Jiayi","Parallel computation is widely utilized to enhance the performance of complex problem-solving tasks. This course aims to introduce the software concepts and hardware designs for efficient parallel processing. The software component for parallel processing covers software programming environments and constructs. The hardware component for parallel processing includes multicore systems, parallel computers, and distributed machine learning systems. This course includes programming assignments and course projects to train students with practical parallel processing skills and prepare them for future industry application and academic research.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/MICS
